nombre_banco,descripcion_tipo_cuenta_contrato,origen,tipo_archivo_recaudo,mean,std,max,min
banco davivienda,ingresos no tributarios,n,pagos web,1742753.25,2397493.8904495495,5314783,163161
banco davivienda,ingresos no tributarios,p,pagos web,2514708.552631579,9706979.486690082,72054000,57257
banco davivienda,movilidad,n,pagos web,5298750.0,6056081.351748835,13977700,240600
banco davivienda,movilidad,p,pagos web,1430996.9696969697,2151259.197055007,12187900,229800
banco davivienda,otros ingresos,n,pagos web,638000.0,738219.4795587556,1160000,116000
banco davivienda,otros ingresos,p,pagos web,1453337.6,5433124.375836134,24428439,8
banco davivienda,publicidad exterior visual,n,pagos web,537485.4347826086,1475108.5150510368,7293037,136128
banco davivienda,publicidad exterior visual,p,pagos web,425426.63040935673,769314.2421004542,12288601,114000
banco davivienda,recursos fonset,n,pagos web,51465583.333333336,144985674.07628956,510864000,205000
banco davivienda,recursos fonset,p,pagos web,195363359.71929824,354642593.7213212,2320508735,40000
banco davivienda,rendimientos financieros y recursos no ejecutados,n,pagos web,344088.76470588235,549377.8852365111,2175302,6
banco davivienda,rendimientos financieros y recursos no ejecutados,p,pagos web,20840728.600644123,155353526.08117732,3500000000,155
banco davivienda,rentas contractuales,a,pagos web,250008.0,,250008,250008
banco davivienda,rentas contractuales,n,pagos web,5324293.983606557,9829873.926940992,47785583,335795
banco davivienda,rentas contractuales,p,pagos web,13428007.85490196,41888035.82706445,403903555,1
banco davivienda,retencion ica,n,pagos web,107029862.65048544,608711431.1229628,3949873000,4000
banco davivienda,retencion ica,p,pagos web,31663437.102265768,289317511.8215944,4699690000,1000
banco davivienda,servicios,n,pagos web,13457.552631578947,8956.203855270101,38562,6427
banco davivienda,servicios,p,pagos web,33228.57142857143,66878.68903932738,184800,5700
banco davivienda,transferencias,n,pagos web,11108290.666666666,27296558.905834343,97752131,2016746
banco davivienda,transferencias,p,pagos web,115068732.66666667,122669667.26210363,1033773359,899891
banco davivienda costa rica s.,impuesto predial,p,pagos web,11472536.0,,11472536,11472536
banco davivienda s.a.,alumbrado publico,p,pagos web,19182.0,,19182,19182
banco davivienda s.a.,delineación urbana,p,pagos web,946000.0,,946000,946000
banco davivienda s.a.,facilidades,n,pagos web,998975.3333333334,926.8302613388039,1000007,998213
banco davivienda s.a.,facilidades,p,pagos web,311526.76470588235,147947.88428975988,670710,123053
banco davivienda s.a.,impuesto predial,a,pagos web,615619.2727272727,810128.5867321569,3195864,1912
banco davivienda s.a.,impuesto predial,n,pagos web,877216.4444444445,1338322.925462789,4380311,46108
banco davivienda s.a.,impuesto predial,p,pagos web,1112409.6831364124,1924754.0890007156,24046528,13
banco davivienda s.a.,industria y comercio,a,pagos web,95017.0,102161.79295607533,299638,25300
banco davivienda s.a.,industria y comercio,n,pagos web,1261766.0,,1261766,1261766
banco davivienda s.a.,industria y comercio,p,pagos web,897679.5255474453,2210365.472006446,11149517,22000
banco davivienda s.a.,rentas contractuales,p,pagos web,580190.0,,580190,580190
"banco davivienda, s.a.",alumbrado publico,p,pagos web,70308.33333333333,88242.79209015695,242000,5692
"banco davivienda, s.a.",aprov.esp.pub,p,pagos web,532525.0,305752.9721850632,748725,316325
"banco davivienda, s.a.",circulacion y transito,a,pagos web,59722.0,,59722,59722
"banco davivienda, s.a.",circulacion y transito,n,pagos web,20142.5,27764.2892639688,61540,4200
"banco davivienda, s.a.",circulacion y transito,p,pagos web,53095.166666666664,45980.88630905962,133606,9540
"banco davivienda, s.a.",facilidades,a,pagos web,102829.6,8366.985441470408,126639,100118
"banco davivienda, s.a.",facilidades,n,pagos web,1821291.7741935484,2358488.976368552,9397377,60045
"banco davivienda, s.a.",facilidades,p,pagos web,972334.2340425532,2449667.61720963,19912769,25691
"banco davivienda, s.a.",impuesto predial,a,pagos web,551327.3243243244,629981.661164386,3090906,33
"banco davivienda, s.a.",impuesto predial,n,pagos web,1120885.7207207207,1690765.6067760708,10411880,660
"banco davivienda, s.a.",impuesto predial,p,pagos web,1003700.7396837639,1701644.451793972,24560415,45
"banco davivienda, s.a.",impuesto predial,w,pagos web,248884.0,23746.05992580664,265675,232093
"banco davivienda, s.a.",impuesto telefonico,n,pagos web,130819.5,176305.05507358545,255486,6153
"banco davivienda, s.a.",impuesto telefonico,p,pagos web,8374.333333333334,3643.8392298965846,12556,5880
"banco davivienda, s.a.",industria y comercio,a,pagos web,450059.54545454547,857996.6130243597,2786622,749
"banco davivienda, s.a.",industria y comercio,n,pagos web,1829386.2972972973,2737121.5449566096,10445300,116
"banco davivienda, s.a.",industria y comercio,p,pagos web,2451746.7395833335,4904761.559661061,31685001,6
"banco davivienda, s.a.",industria y comercio,w,pagos web,1360196.0,,1360196,1360196
"banco davivienda, s.a.",ingresos no tributarios,p,pagos web,1205047.0,,1205047,1205047
"banco davivienda, s.a.",movilidad,n,pagos web,245500.0,,245500,245500
"banco davivienda, s.a.",movilidad,p,pagos web,274000.0,,274000,274000
"banco davivienda, s.a.",publicidad exterior visual,n,pagos web,151000.0,,151000,151000
"banco davivienda, s.a.",retencion ica,n,pagos web,26000.0,,26000,26000
"banco davivienda, s.a.",retencion ica,p,pagos web,1268640.0,1405467.1198810262,3372000,433560
"banco davivienda, s.a.",servicios,n,pagos web,27314.75,24822.424154716773,64270,12854
banco de bogota,alumbrado publico,n,pagos web,117576.63414634146,55249.35899979116,343663,14337
banco de bogota,alumbrado publico,p,pagos web,2574331.668789809,12197039.55953095,81284100,1600
banco de bogota,aprov.esp.pub,n,pagos web,1585748.7906976745,2578353.5690537137,13382938,10730
banco de bogota,aprov.esp.pub,p,pagos web,3215485.625,5940188.243102715,21671794,717618
banco de bogota,circulacion y transito,a,pagos web,67666.875,44987.73229526747,191887,10630
banco de bogota,circulacion y transito,n,pagos web,303406.55555555556,413502.73813094734,1288585,6364
banco de bogota,circulacion y transito,p,pagos web,75598.63636363637,71533.21327793656,485200,4200
banco de bogota,delineación urbana,p,pagos web,23800309.444444444,33352927.06008841,102705305,241000
banco de bogota,espectaculos publicos,n,pagos web,122016867.95238096,142496986.6371712,604342621,219310
banco de bogota,estampilla procultura,n,pagos web,52113000.0,,52113000,52113000
banco de bogota,estampilla procultura,p,pagos web,18872350.0,10104551.024037061,45071000,5140000
banco de bogota,facilidades,a,pagos web,287173.25,263972.43167849566,1229853,62037
banco de bogota,facilidades,n,pagos web,2300793.686131387,8166195.151376642,72535916,7123
banco de bogota,facilidades,p,pagos web,1918110.5837651123,6384830.6871076245,100318834,7123
banco de bogota,impuesto predial,a,pagos web,620801.9465081723,1055450.4105579872,11202407,14
banco de bogota,impuesto predial,n,pagos web,1914995.7609668756,11180270.045894183,275034843,50
banco de bogota,impuesto predial,p,pagos web,3365211.943627773,22280466.925680213,978803685,3
banco de bogota,impuesto predial,w,pagos web,259672.1,271812.3917588298,738008,5233
banco de bogota,impuesto telefonico,n,pagos web,70624.33333333333,85116.67398537922,166242,3123
banco de bogota,impuesto telefonico,p,pagos web,1788501.4736842106,5289131.732418232,22336215,901
banco de bogota,industria y comercio,a,pagos web,430936.64556962025,929942.7521066655,5742933,3276
banco de bogota,industria y comercio,n,pagos web,15583361.973782772,38071809.1753663,369818806,3329
banco de bogota,industria y comercio,p,pagos web,8679312.622928176,31194254.62817179,1130722640,89
